time_window,service_key,analysis_group,EventId,EventTemplate,Level,occurrence_count,unique_reporter_count,first_log_time,last_log_time,representative_content
2022-06-14 19:21:00+00:00,train-ticket/ts-auth-service,semantic_cluster_19,91fac38e,"Find all price config warn,No Content",WARN,1,1,2022-06-14 19:21:10.387000+00:00,2022-06-14 19:21:10.387000+00:00,"Find all price config warn,No Content"
2022-06-14 19:21:00+00:00,train-ticket/ts-auth-service,semantic_cluster_33,23edadba,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception,ERROR,1,1,2022-06-14 19:21:00.960000+00:00,2022-06-14 19:21:00.960000+00:00,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception
2022-06-14 19:34:00+00:00,train-ticket/ts-auth-service,semantic_cluster_27,e2392c3b,<*> config,INFO,2,2,2022-06-14 19:34:08.481000+00:00,2022-06-14 19:34:24.375000+00:00,Create config
2022-06-14 19:34:00+00:00,train-ticket/ts-auth-service,semantic_cluster_27,927234e8,Config config name <*> <*>,WARN,1,1,2022-06-14 19:34:08.484000+00:00,2022-06-14 19:34:08.484000+00:00,Config config name already exists.
2022-06-14 19:34:00+00:00,train-ticket/ts-auth-service,semantic_cluster_27,a8b4e05b,"Config: (Config(name=config name 12, value=123, description=thats a description of config)) create success",INFO,1,1,2022-06-14 19:34:24.389000+00:00,2022-06-14 19:34:24.389000+00:00,"Config: (Config(name=config name 12, value=123, description=thats a description of config)) create success"
2022-06-15 07:47:00+00:00,train-ticket/ts-auth-service,semantic_cluster_19,dce4d342,"<*> price, PriceConfigId: <*>",INFO,2,2,2022-06-15 07:47:15.987000+00:00,2022-06-15 07:47:16.344000+00:00,"Update price, PriceConfigId: b4505ada-f7b5-4613-932b-bf7baf4cd11e"
2022-06-15 07:47:00+00:00,train-ticket/ts-auth-service,semantic_cluster_19,0f3f3534,[Create New Price Config],INFO,1,1,2022-06-15 07:47:15.593000+00:00,2022-06-15 07:47:15.593000+00:00,[Create New Price Config]
2022-06-15 07:47:00+00:00,train-ticket/ts-auth-service,semantic_cluster_19,91fac38e,"Find all price config warn,No Content",WARN,1,1,2022-06-15 07:47:15.269000+00:00,2022-06-15 07:47:15.269000+00:00,"Find all price config warn,No Content"
2022-06-20 14:02:00+00:00,train-ticket/ts-auth-service,semantic_cluster_18,0f2b9cd6,No contacts according to contactsId: <*>,ERROR,1,1,2022-06-20 14:02:22.349000+00:00,2022-06-20 14:02:22.349000+00:00,No contacts according to contactsId: f7dcbd9f-1e48-437b-8a56-f406dd2040b0
2022-06-20 14:02:00+00:00,train-ticket/ts-auth-service,semantic_cluster_18,86cbea3e,[ContactsService][Create Contacts In Admin],INFO,1,1,2022-06-20 14:02:15.739000+00:00,2022-06-20 14:02:15.739000+00:00,[ContactsService][Create Contacts In Admin]
2022-06-20 14:02:00+00:00,train-ticket/ts-auth-service,semantic_cluster_18,d43a6550,"Response(status=0, msg=No contacts according to contacts id, data=null)",INFO,1,1,2022-06-20 14:02:22.350000+00:00,2022-06-20 14:02:22.350000+00:00,"Response(status=0, msg=No contacts according to contacts id, data=null)"
2022-06-20 14:02:00+00:00,train-ticket/ts-auth-service,semantic_cluster_18,d494c496,[Contacts Service][Modify Contacts] ContactsId: <*>,INFO,1,1,2022-06-20 14:02:22.338000+00:00,2022-06-20 14:02:22.338000+00:00,[Contacts Service][Modify Contacts] ContactsId: f7dcbd9f-1e48-437b-8a56-f406dd2040b0
2022-06-20 14:03:30+00:00,train-ticket/ts-auth-service,semantic_cluster_19,0f3f3534,[Create New Price Config],INFO,1,1,2022-06-20 14:03:57.535000+00:00,2022-06-20 14:03:57.535000+00:00,[Create New Price Config]
2022-06-20 14:03:30+00:00,train-ticket/ts-auth-service,semantic_cluster_19,91fac38e,"Find all price config warn,No Content",WARN,1,1,2022-06-20 14:03:49.740000+00:00,2022-06-20 14:03:49.740000+00:00,"Find all price config warn,No Content"
2022-06-20 16:51:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,db7d54fd,<*> ___ st,INFO,2,2,2022-06-20 16:51:50.073000+00:00,2022-06-20 16:51:52.111000+00:00,8KYK  ___ st
2022-06-20 16:51:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,f2177c01,Token expired: {} io.jsonwebtoken.ExpiredJwtException: JWT expired at <*> Current time: <*> a difference of <*> milliseconds. Allowed clock skew: 0 milliseconds.,ERROR,1,1,2022-06-20 16:51:38.595000+00:00,2022-06-20 16:51:38.595000+00:00,"Token expired: {} io.jsonwebtoken.ExpiredJwtException: JWT expired at 2022-06-15T16:55:07Z. Current time: 2022-06-21T00:51:38Z, a difference of 460591594 milliseconds.  Allowed clock skew: 0 milliseconds."
2022-06-20 16:51:30+00:00,train-ticket/ts-auth-service,semantic_cluster_12,e1c753fb,Image code,INFO,2,2,2022-06-20 16:51:50.066000+00:00,2022-06-20 16:51:52.109000+00:00,Image code
2022-06-20 16:51:30+00:00,train-ticket/ts-auth-service,semantic_cluster_12,13095a7c,"Get image code warn.Cookie not found,Path Info: null",WARN,1,1,2022-06-20 16:51:50.069000+00:00,2022-06-20 16:51:50.069000+00:00,"Get image code warn.Cookie not found,Path Info: null"
2022-06-20 16:51:30+00:00,train-ticket/ts-auth-service,semantic_cluster_33,23edadba,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception,ERROR,1,1,2022-06-20 16:51:38.680000+00:00,2022-06-20 16:51:38.680000+00:00,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception
2022-06-20 16:51:30+00:00,train-ticket/ts-auth-service,semantic_cluster_33,9790213c,FrameworkServlet 'dispatcherServlet': initialization started,INFO,1,1,2022-06-20 16:51:38.019000+00:00,2022-06-20 16:51:38.019000+00:00,FrameworkServlet 'dispatcherServlet': initialization started
2022-06-30 09:34:00+00:00,train-ticket/ts-auth-service,semantic_cluster_12,12c5e522,"Exception Processing ErrorPage[errorCode=0, location=/error]",ERROR,1,1,2022-06-30 09:34:22.716000+00:00,2022-06-30 09:34:22.716000+00:00,"Exception Processing ErrorPage[errorCode=0, location=/error]"
2022-06-30 09:34:00+00:00,train-ticket/ts-auth-service,semantic_cluster_33,190c8b20,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is java.lang.NullPointerException] with root cause,ERROR,2,2,2022-06-30 09:34:21.702000+00:00,2022-06-30 09:34:27.142000+00:00,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is java.lang.NullPointerException] with root cause
2022-06-30 09:34:00+00:00,train-ticket/ts-auth-service,semantic_cluster_33,9790213c,FrameworkServlet 'dispatcherServlet': initialization started,INFO,2,2,2022-06-30 09:34:04.138000+00:00,2022-06-30 09:34:16.932000+00:00,FrameworkServlet 'dispatcherServlet': initialization started
2022-06-30 10:43:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,46c6d92e,Span reported: <*> - <*>,INFO,29,17,2022-06-30 10:43:16.313000+00:00,2022-06-30 10:43:29.935000+00:00,Span reported: 7d3097cfc23dbcb4:7d3097cfc23dbcb4:0:1 - POST
2022-06-30 10:43:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,e423af0c,<*> TOKEN,INFO,1,1,2022-06-30 10:43:22.745000+00:00,2022-06-30 10:43:22.745000+00:00,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJmZHNlX21pY3Jvc2VydmljZSIsInJvbGVzIjpbIlJPTEVfVVNFUiJdLCJpZCI6IjRkMmE0NmM3LTcxY2ItNGNmMS1iNWJiLWI2ODQwNmQ5ZGE2ZiIsImlhdCI6MTY1NjU4NTgwMiwiZXhwIjoxNjU2NTg5NDAyfQ.1VkuO2XnpOK3JtgeyJfImXxfOWHAfMiFRvyb68GthsoUSER TOKEN
2022-06-30 10:43:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,f2177c01,Token expired: {} io.jsonwebtoken.ExpiredJwtException: JWT expired at <*> Current time: <*> a difference of <*> milliseconds. Allowed clock skew: 0 milliseconds.,ERROR,1,1,2022-06-30 10:43:16.311000+00:00,2022-06-30 10:43:16.311000+00:00,"Token expired: {} io.jsonwebtoken.ExpiredJwtException: JWT expired at 2022-06-30T18:33:36Z. Current time: 2022-06-30T18:43:16Z, a difference of 580311 milliseconds.  Allowed clock skew: 0 milliseconds."
2022-06-30 15:37:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,46c6d92e,Span reported: <*> - <*>,INFO,32,16,2022-06-30 15:37:05.534000+00:00,2022-06-30 15:37:29.036000+00:00,Span reported: 6dc65be98f8534c0:143ecc2a509f94d9:760fc0bedc21128f:1 - GET
2022-06-30 15:37:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,0650e38c,startingPlaceId : <*> : <*>,INFO,1,1,2022-06-30 15:37:13.436000+00:00,2022-06-30 15:37:13.436000+00:00,startingPlaceId : shanghaiendPlaceId : suzhou
2022-06-30 15:37:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,6b66b393,indexStart : <*> __ indexEnd : <*>,INFO,1,1,2022-06-30 15:37:13.437000+00:00,2022-06-30 15:37:13.437000+00:00,indexStart : 0 __ indexEnd : 1
2022-06-30 15:37:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,f2177c01,Token expired: {} io.jsonwebtoken.ExpiredJwtException: JWT expired at <*> Current time: <*> a difference of <*> milliseconds. Allowed clock skew: 0 milliseconds.,ERROR,1,1,2022-06-30 15:37:25.841000+00:00,2022-06-30 15:37:25.841000+00:00,"Token expired: {} io.jsonwebtoken.ExpiredJwtException: JWT expired at 2022-06-30T23:37:23Z. Current time: 2022-06-30T23:37:25Z, a difference of 2841 milliseconds.  Allowed clock skew: 0 milliseconds."
2022-06-30 15:37:00+00:00,train-ticket/ts-auth-service,semantic_cluster_33,9790213c,FrameworkServlet 'dispatcherServlet': initialization started,INFO,3,3,2022-06-30 15:37:06.832000+00:00,2022-06-30 15:37:23.531000+00:00,FrameworkServlet 'dispatcherServlet': initialization started
2022-06-30 15:37:00+00:00,train-ticket/ts-auth-service,semantic_cluster_33,23edadba,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception,ERROR,1,1,2022-06-30 15:37:26.145000+00:00,2022-06-30 15:37:26.145000+00:00,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception
2022-07-08 06:14:30+00:00,train-ticket/ts-auth-service,semantic_cluster_24,5dfaa9c9,<*> <*> initialization completed in <*> ms,INFO,2,2,2022-07-08 06:14:38.058000+00:00,2022-07-08 06:14:49.159000+00:00,FrameworkServlet 'dispatcherServlet': initialization completed in 698 ms
2022-07-08 06:14:30+00:00,train-ticket/ts-auth-service,semantic_cluster_24,75c0a1be,Resolved exception caused by handler execution: org.springframework.web.HttpRequestMethodNotSupportedException: Request method <*> not supported,WARN,1,1,2022-07-08 06:14:59.858000+00:00,2022-07-08 06:14:59.858000+00:00,Resolved exception caused by handler execution: org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'DELETE' not supported
2022-07-08 07:56:00+00:00,train-ticket/ts-auth-service,semantic_cluster_33,0be8f562,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is <*> <*> <*> with root cause,ERROR,1,1,2022-07-08 07:56:10.863000+00:00,2022-07-08 07:56:10.863000+00:00,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is org.springframework.web.client.HttpServerErrorException: 500 ] with root cause
2022-07-08 07:56:00+00:00,train-ticket/ts-auth-service,semantic_cluster_33,190c8b20,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is java.lang.NullPointerException] with root cause,ERROR,1,1,2022-07-08 07:56:10.853000+00:00,2022-07-08 07:56:10.853000+00:00,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is java.lang.NullPointerException] with root cause
2022-07-08 07:58:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,46c6d92e,Span reported: <*> - <*>,INFO,13,8,2022-07-08 07:58:13.571000+00:00,2022-07-08 07:58:24.470000+00:00,Span reported: 23c586fcb2aa783:932c3f4d008486c6:23c586fcb2aa783:1 - GET
2022-07-08 07:58:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,726c35ba,Token is not properly constructed: {} io.jsonwebtoken.MalformedJwtException: JWT strings must contain exactly 2 period characters. Found: 0,ERROR,1,1,2022-07-08 07:58:24.464000+00:00,2022-07-08 07:58:24.464000+00:00,Token is not properly constructed: {} io.jsonwebtoken.MalformedJwtException: JWT strings must contain exactly 2 period characters. Found: 0
2022-07-08 07:58:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,e423af0c,<*> TOKEN,INFO,1,1,2022-07-08 07:58:23.372000+00:00,2022-07-08 07:58:23.372000+00:00,eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJhZG1pbiIsInJvbGVzIjpbIlJPTEVfQURNSU4iXSwiaWQiOiI5ZjQzMTEwNS1iZGQ4LTRhY2QtOTYyYi1iODQ0ZDYxMGQ1MTMiLCJpYXQiOjE2NTcyNjcxMDMsImV4cCI6MTY1NzI3MDcwM30.LiXYmtGPbF9I8lVjPpAfvD2zafd5BeJbk89U0OwZypMUSER TOKEN
2022-07-11 11:12:30+00:00,train-ticket/ts-auth-service,semantic_cluster_3,12826d7a,"Seat request To String: <*> <*> <*> 08:00:00 CST 2022, <*> <*> <*> <*>",INFO,4,4,2022-07-11 11:12:38.164000+00:00,2022-07-11 11:12:43.355000+00:00,"Seat request To String: Seat{travelDate=Sat Dec 24 08:00:00 CST 2022, trainNumber='D1345', startStation='shanghai', destStation='suzhou', seatType=2}"
2022-07-11 11:12:30+00:00,train-ticket/ts-auth-service,semantic_cluster_3,dd845522,"Left ticket info is empty, seat from date: <*> <*> <*> 08:00:00 CST 2022, train number: <*>",ERROR,2,2,2022-07-11 11:12:49.163000+00:00,2022-07-11 11:12:49.353000+00:00,"Left ticket info is empty, seat from date: Sat Dec 24 08:00:00 CST 2022, train number: D1345"
2022-07-11 12:17:30+00:00,train-ticket/ts-auth-service,semantic_cluster_24,7cf6fe4d,Resolved exception caused by handler execution: org.springframework.http.converter.HttpMessageNotReadableException: JSON parse error: Unexpected character ('/' (code 47)): maybe a (non-standard) comment? (not recognized as one since Feature 'ALLOW_COMMENTS' not enabled for parser); nested exception is com.fasterxml.jackson.core.JsonParseException: Unexpected character ('/' (code 47)): maybe a (non-standard) comment? (not recognized as one since Feature 'ALLOW_COMMENTS' not enabled for parser),WARN,2,2,2022-07-11 12:17:33.854000+00:00,2022-07-11 12:17:59.390000+00:00,Resolved exception caused by handler execution: org.springframework.http.converter.HttpMessageNotReadableException: JSON parse error: Unexpected character ('/' (code 47)): maybe a (non-standard) comment? (not recognized as one since Feature 'ALLOW_COMMENTS' not enabled for parser); nested exception is com.fasterxml.jackson.core.JsonParseException: Unexpected character ('/' (code 47)): maybe a (non-standard) comment? (not recognized as one since Feature 'ALLOW_COMMENTS' not enabled for parser)
2022-07-11 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_12,7600a7f4,"Order not found, OrderId: <*>",ERROR,1,1,2022-07-11 12:54:49.580000+00:00,2022-07-11 12:54:49.580000+00:00,"Order not found, OrderId: 1dc0e244-c9ea-4bb8-826d-0fe51f3f9f3b"
2022-07-11 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_34,091395fe,[Order Other Service][Query Order] Get order num: <*>,INFO,1,1,2022-07-11 12:54:59.986000+00:00,2022-07-11 12:54:59.986000+00:00,[Order Other Service][Query Order] Get order num: 1
2022-07-11 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_34,209115d5,[Order Other Service][Query Orders] Query Orders for 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,INFO,1,1,2022-07-11 12:54:59.981000+00:00,2022-07-11 12:54:59.981000+00:00,[Order Other Service][Query Orders] Query Orders for 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f
2022-07-11 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_34,20d11129,[Query Order][Step 1] Get Orders Number of Account: <*>,INFO,1,1,2022-07-11 12:54:59.963000+00:00,2022-07-11 12:54:59.963000+00:00,[Query Order][Step 1] Get Orders Number of Account: 22
2022-07-11 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_34,279bac6f,"[Query Order] Orders don't fit the requirement, loginId: 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f",WARN,1,1,2022-07-11 12:54:59.963000+00:00,2022-07-11 12:54:59.963000+00:00,"[Query Order] Orders don't fit the requirement, loginId: 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f"
2022-07-11 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_34,8f0e5bb7,[Query Orders] Query Orders for 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,INFO,1,1,2022-07-11 12:54:59.955000+00:00,2022-07-11 12:54:59.955000+00:00,[Query Orders] Query Orders for 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f
2022-07-11 12:54:30+00:00,train-ticket/ts-auth-service,semantic_cluster_34,f75e9395,[Order Other Service][Query Order][Step 1] Get Orders Number of Account: <*>,INFO,1,1,2022-07-11 12:54:59.986000+00:00,2022-07-11 12:54:59.986000+00:00,[Order Other Service][Query Order][Step 1] Get Orders Number of Account: 1
2022-07-11 14:51:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,46c6d92e,Span reported: <*> - <*>,INFO,4,3,2022-07-11 14:51:06.258000+00:00,2022-07-11 14:51:17.756000+00:00,Span reported: 385bd7b9e0120a45:385bd7b9e0120a45:0:1 - POST
2022-07-11 14:51:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,db7d54fd,<*> ___ st,INFO,2,2,2022-07-11 14:51:15.961000+00:00,2022-07-11 14:51:17.150000+00:00,SPSN  ___ st
2022-07-11 14:51:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,f2177c01,Token expired: {} io.jsonwebtoken.ExpiredJwtException: JWT expired at <*> Current time: <*> a difference of <*> milliseconds. Allowed clock skew: 0 milliseconds.,ERROR,2,2,2022-07-11 14:51:06.056000+00:00,2022-07-11 14:51:06.162000+00:00,"Token expired: {} io.jsonwebtoken.ExpiredJwtException: JWT expired at 2022-07-11T21:40:44Z. Current time: 2022-07-11T22:51:06Z, a difference of 4222056 milliseconds.  Allowed clock skew: 0 milliseconds."
2022-07-11 14:51:00+00:00,train-ticket/ts-auth-service,semantic_cluster_33,9790213c,FrameworkServlet 'dispatcherServlet': initialization started,INFO,3,3,2022-07-11 14:51:04.654000+00:00,2022-07-11 14:51:12.659000+00:00,FrameworkServlet 'dispatcherServlet': initialization started
2022-07-11 14:51:00+00:00,train-ticket/ts-auth-service,semantic_cluster_33,23edadba,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception,ERROR,2,2,2022-07-11 14:51:06.254000+00:00,2022-07-11 14:51:06.355000+00:00,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception
2022-07-11 14:52:00+00:00,train-ticket/ts-auth-service,semantic_cluster_34,091395fe,[Order Other Service][Query Order] Get order num: <*>,INFO,1,1,2022-07-11 14:52:29.054000+00:00,2022-07-11 14:52:29.054000+00:00,[Order Other Service][Query Order] Get order num: 1
2022-07-11 14:52:00+00:00,train-ticket/ts-auth-service,semantic_cluster_34,209115d5,[Order Other Service][Query Orders] Query Orders for 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,INFO,1,1,2022-07-11 14:52:28.069000+00:00,2022-07-11 14:52:28.069000+00:00,[Order Other Service][Query Orders] Query Orders for 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f
2022-07-11 14:52:00+00:00,train-ticket/ts-auth-service,semantic_cluster_34,20d11129,[Query Order][Step 1] Get Orders Number of Account: <*>,INFO,1,1,2022-07-11 14:52:28.355000+00:00,2022-07-11 14:52:28.355000+00:00,[Query Order][Step 1] Get Orders Number of Account: 3
2022-07-11 14:52:00+00:00,train-ticket/ts-auth-service,semantic_cluster_34,279bac6f,"[Query Order] Orders don't fit the requirement, loginId: 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f",WARN,1,1,2022-07-11 14:52:28.355000+00:00,2022-07-11 14:52:28.355000+00:00,"[Query Order] Orders don't fit the requirement, loginId: 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f"
2022-07-11 14:52:00+00:00,train-ticket/ts-auth-service,semantic_cluster_34,8f0e5bb7,[Query Orders] Query Orders for 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f,INFO,1,1,2022-07-11 14:52:27.768000+00:00,2022-07-11 14:52:27.768000+00:00,[Query Orders] Query Orders for 4d2a46c7-71cb-4cf1-b5bb-b68406d9da6f
2022-07-11 14:52:00+00:00,train-ticket/ts-auth-service,semantic_cluster_34,f75e9395,[Order Other Service][Query Order][Step 1] Get Orders Number of Account: <*>,INFO,1,1,2022-07-11 14:52:29.053000+00:00,2022-07-11 14:52:29.053000+00:00,[Order Other Service][Query Order][Step 1] Get Orders Number of Account: 1
2022-07-11 14:55:00+00:00,train-ticket/ts-auth-service,semantic_cluster_3,12826d7a,"Seat request To String: <*> <*> <*> 08:00:00 CST 2022, <*> <*> <*> <*>",INFO,2,2,2022-07-11 14:55:22.283000+00:00,2022-07-11 14:55:26.565000+00:00,"Seat request To String: Seat{travelDate=Sat Dec 24 08:00:00 CST 2022, trainNumber='D1345', startStation='shanghai', destStation='suzhou', seatType=2}"
