time_window,service_key,analysis_group,log_count,info_count,warn_count,error_count,unique_template_count,unique_reporter_count,error_ratio,warn_ratio
2022-06-14 12:02:30+00:00,train-ticket/ts-auth-service,semantic_cluster_8,2,2,0,0,2,2,0.0,0.0
2022-06-14 12:04:00+00:00,train-ticket/ts-auth-service,semantic_cluster_13,3,3,0,0,2,3,0.0,0.0
2022-06-14 12:04:00+00:00,train-ticket/ts-auth-service,semantic_cluster_22,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:04:00+00:00,train-ticket/ts-auth-service,semantic_cluster_23,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:04:00+00:00,train-ticket/ts-auth-service,semantic_cluster_34,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:04:00+00:00,train-ticket/ts-auth-service,semantic_cluster_6,12,12,0,0,4,8,0.0,0.0
2022-06-14 12:04:30+00:00,train-ticket/ts-auth-service,semantic_cluster_34,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:04:30+00:00,train-ticket/ts-auth-service,semantic_cluster_6,6,6,0,0,4,4,0.0,0.0
2022-06-14 12:04:30+00:00,train-ticket/ts-auth-service,semantic_cluster_8,2,2,0,0,2,2,0.0,0.0
2022-06-14 12:05:00+00:00,train-ticket/ts-auth-service,semantic_cluster_12,1,0,0,1,1,1,1.0,0.0
2022-06-14 12:05:00+00:00,train-ticket/ts-auth-service,semantic_cluster_6,2,2,0,0,2,2,0.0,0.0
2022-06-14 12:07:30+00:00,train-ticket/ts-auth-service,semantic_cluster_33,1,0,0,1,1,1,1.0,0.0
2022-06-14 12:08:30+00:00,train-ticket/ts-auth-service,semantic_cluster_12,1,0,0,1,1,1,1.0,0.0
2022-06-14 12:08:30+00:00,train-ticket/ts-auth-service,semantic_cluster_6,2,2,0,0,2,2,0.0,0.0
2022-06-14 12:10:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:10:30+00:00,train-ticket/ts-auth-service,semantic_cluster_12,2,0,0,2,1,2,1.0,0.0
2022-06-14 12:10:30+00:00,train-ticket/ts-auth-service,semantic_cluster_22,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:10:30+00:00,train-ticket/ts-auth-service,semantic_cluster_6,2,2,0,0,2,2,0.0,0.0
2022-06-14 12:10:30+00:00,train-ticket/ts-auth-service,semantic_cluster_9,2,2,0,0,2,2,0.0,0.0
2022-06-14 12:11:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:11:00+00:00,train-ticket/ts-auth-service,semantic_cluster_12,3,0,0,3,2,3,1.0,0.0
2022-06-14 12:11:00+00:00,train-ticket/ts-auth-service,semantic_cluster_22,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:11:00+00:00,train-ticket/ts-auth-service,semantic_cluster_6,2,2,0,0,2,2,0.0,0.0
2022-06-14 12:11:00+00:00,train-ticket/ts-auth-service,semantic_cluster_9,4,4,0,0,4,4,0.0,0.0
2022-06-14 12:11:30+00:00,train-ticket/ts-auth-service,semantic_cluster_12,3,0,0,3,2,3,1.0,0.0
2022-06-14 12:11:30+00:00,train-ticket/ts-auth-service,semantic_cluster_6,4,4,0,0,2,4,0.0,0.0
2022-06-14 12:11:30+00:00,train-ticket/ts-auth-service,semantic_cluster_9,2,2,0,0,2,2,0.0,0.0
2022-06-14 12:12:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:12:00+00:00,train-ticket/ts-auth-service,semantic_cluster_12,1,0,0,1,1,1,1.0,0.0
2022-06-14 12:12:00+00:00,train-ticket/ts-auth-service,semantic_cluster_22,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:12:00+00:00,train-ticket/ts-auth-service,semantic_cluster_9,2,2,0,0,2,2,0.0,0.0
2022-06-14 12:12:30+00:00,train-ticket/ts-auth-service,semantic_cluster_12,1,0,0,1,1,1,1.0,0.0
2022-06-14 12:12:30+00:00,train-ticket/ts-auth-service,semantic_cluster_6,2,2,0,0,2,2,0.0,0.0
2022-06-14 12:13:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:13:00+00:00,train-ticket/ts-auth-service,semantic_cluster_12,1,0,0,1,1,1,1.0,0.0
2022-06-14 12:13:00+00:00,train-ticket/ts-auth-service,semantic_cluster_22,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:13:00+00:00,train-ticket/ts-auth-service,semantic_cluster_9,2,2,0,0,2,2,0.0,0.0
2022-06-14 12:14:30+00:00,train-ticket/ts-auth-service,semantic_cluster_13,3,3,0,0,2,3,0.0,0.0
2022-06-14 12:14:30+00:00,train-ticket/ts-auth-service,semantic_cluster_22,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:14:30+00:00,train-ticket/ts-auth-service,semantic_cluster_23,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:14:30+00:00,train-ticket/ts-auth-service,semantic_cluster_34,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:15:00+00:00,train-ticket/ts-auth-service,semantic_cluster_34,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:15:00+00:00,train-ticket/ts-auth-service,semantic_cluster_8,2,2,0,0,2,2,0.0,0.0
2022-06-14 12:24:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:24:30+00:00,train-ticket/ts-auth-service,semantic_cluster_12,1,0,0,1,1,1,1.0,0.0
2022-06-14 12:24:30+00:00,train-ticket/ts-auth-service,semantic_cluster_22,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:24:30+00:00,train-ticket/ts-auth-service,semantic_cluster_9,2,2,0,0,2,2,0.0,0.0
2022-06-14 12:25:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:25:00+00:00,train-ticket/ts-auth-service,semantic_cluster_12,1,0,0,1,1,1,1.0,0.0
2022-06-14 12:25:00+00:00,train-ticket/ts-auth-service,semantic_cluster_22,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:25:00+00:00,train-ticket/ts-auth-service,semantic_cluster_9,2,2,0,0,2,2,0.0,0.0
2022-06-14 12:25:30+00:00,train-ticket/ts-auth-service,semantic_cluster_12,1,0,0,1,1,1,1.0,0.0
2022-06-14 12:25:30+00:00,train-ticket/ts-auth-service,semantic_cluster_9,2,2,0,0,2,2,0.0,0.0
2022-06-14 12:26:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:26:00+00:00,train-ticket/ts-auth-service,semantic_cluster_12,2,0,0,2,2,2,1.0,0.0
2022-06-14 12:26:00+00:00,train-ticket/ts-auth-service,semantic_cluster_22,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:26:00+00:00,train-ticket/ts-auth-service,semantic_cluster_9,4,4,0,0,4,4,0.0,0.0
2022-06-14 12:28:00+00:00,train-ticket/ts-auth-service,semantic_cluster_24,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:28:00+00:00,train-ticket/ts-auth-service,semantic_cluster_31,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:28:00+00:00,train-ticket/ts-auth-service,semantic_cluster_33,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:29:00+00:00,train-ticket/ts-auth-service,semantic_cluster_36,3,3,0,0,1,1,0.0,0.0
2022-06-14 12:29:00+00:00,train-ticket/ts-auth-service,semantic_cluster_37,10,10,0,0,1,9,0.0,0.0
2022-06-14 12:29:00+00:00,train-ticket/ts-auth-service,semantic_cluster_5,25,25,0,0,4,11,0.0,0.0
2022-06-14 12:29:00+00:00,train-ticket/ts-auth-service,semantic_cluster_6,6,6,0,0,4,4,0.0,0.0
2022-06-14 12:29:00+00:00,train-ticket/ts-auth-service,semantic_cluster_9,7,7,0,0,6,1,0.0,0.0
2022-06-14 12:29:30+00:00,train-ticket/ts-auth-service,semantic_cluster_36,3,3,0,0,1,1,0.0,0.0
2022-06-14 12:29:30+00:00,train-ticket/ts-auth-service,semantic_cluster_37,10,10,0,0,1,8,0.0,0.0
2022-06-14 12:29:30+00:00,train-ticket/ts-auth-service,semantic_cluster_5,25,25,0,0,4,12,0.0,0.0
2022-06-14 12:29:30+00:00,train-ticket/ts-auth-service,semantic_cluster_6,6,6,0,0,4,4,0.0,0.0
2022-06-14 12:29:30+00:00,train-ticket/ts-auth-service,semantic_cluster_9,7,7,0,0,6,1,0.0,0.0
2022-06-14 12:30:00+00:00,train-ticket/ts-auth-service,semantic_cluster_25,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:30:00+00:00,train-ticket/ts-auth-service,semantic_cluster_33,2,0,0,2,2,2,1.0,0.0
2022-06-14 12:30:00+00:00,train-ticket/ts-auth-service,semantic_cluster_36,3,3,0,0,1,1,0.0,0.0
2022-06-14 12:30:00+00:00,train-ticket/ts-auth-service,semantic_cluster_37,11,11,0,0,2,11,0.0,0.0
2022-06-14 12:30:00+00:00,train-ticket/ts-auth-service,semantic_cluster_5,25,25,0,0,4,12,0.0,0.0
2022-06-14 12:30:00+00:00,train-ticket/ts-auth-service,semantic_cluster_6,6,6,0,0,4,4,0.0,0.0
2022-06-14 12:30:00+00:00,train-ticket/ts-auth-service,semantic_cluster_9,7,7,0,0,6,1,0.0,0.0
2022-06-14 12:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_25,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_33,2,0,0,2,2,2,1.0,0.0
2022-06-14 12:30:30+00:00,train-ticket/ts-auth-service,semantic_cluster_37,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:36:00+00:00,train-ticket/ts-auth-service,semantic_cluster_0,3,2,0,1,3,3,0.3333333333333333,0.0
2022-06-14 12:36:00+00:00,train-ticket/ts-auth-service,semantic_cluster_11,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:36:00+00:00,train-ticket/ts-auth-service,semantic_cluster_12,1,0,0,1,1,1,1.0,0.0
2022-06-14 12:36:00+00:00,train-ticket/ts-auth-service,semantic_cluster_13,3,3,0,0,2,3,0.0,0.0
2022-06-14 12:36:00+00:00,train-ticket/ts-auth-service,semantic_cluster_22,2,2,0,0,2,2,0.0,0.0
2022-06-14 12:36:00+00:00,train-ticket/ts-auth-service,semantic_cluster_23,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:36:00+00:00,train-ticket/ts-auth-service,semantic_cluster_28,2,2,0,0,2,1,0.0,0.0
2022-06-14 12:36:00+00:00,train-ticket/ts-auth-service,semantic_cluster_33,1,0,0,1,1,1,1.0,0.0
2022-06-14 12:36:00+00:00,train-ticket/ts-auth-service,semantic_cluster_34,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:36:00+00:00,train-ticket/ts-auth-service,semantic_cluster_9,2,2,0,0,2,2,0.0,0.0
2022-06-14 12:39:00+00:00,train-ticket/ts-auth-service,semantic_cluster_25,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:39:00+00:00,train-ticket/ts-auth-service,semantic_cluster_33,3,0,0,3,2,3,1.0,0.0
2022-06-14 12:39:00+00:00,train-ticket/ts-auth-service,semantic_cluster_37,2,2,0,0,1,2,0.0,0.0
2022-06-14 12:39:30+00:00,train-ticket/ts-auth-service,semantic_cluster_25,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:39:30+00:00,train-ticket/ts-auth-service,semantic_cluster_33,2,0,0,2,2,2,1.0,0.0
2022-06-14 12:39:30+00:00,train-ticket/ts-auth-service,semantic_cluster_37,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:40:00+00:00,train-ticket/ts-auth-service,semantic_cluster_36,3,3,0,0,1,1,0.0,0.0
2022-06-14 12:40:00+00:00,train-ticket/ts-auth-service,semantic_cluster_37,14,12,0,2,2,12,0.14285714285714285,0.0
2022-06-14 12:40:00+00:00,train-ticket/ts-auth-service,semantic_cluster_5,31,29,0,2,5,10,0.06451612903225806,0.0
2022-06-14 12:40:00+00:00,train-ticket/ts-auth-service,semantic_cluster_6,6,6,0,0,4,4,0.0,0.0
2022-06-14 12:40:00+00:00,train-ticket/ts-auth-service,semantic_cluster_9,9,7,0,2,7,3,0.2222222222222222,0.0
2022-06-14 12:41:00+00:00,train-ticket/ts-auth-service,semantic_cluster_12,1,0,0,1,1,1,1.0,0.0
2022-06-14 12:41:00+00:00,train-ticket/ts-auth-service,semantic_cluster_25,4,2,0,2,4,4,0.5,0.0
2022-06-14 12:41:00+00:00,train-ticket/ts-auth-service,semantic_cluster_36,3,3,0,0,1,1,0.0,0.0
2022-06-14 12:41:00+00:00,train-ticket/ts-auth-service,semantic_cluster_37,14,12,0,2,2,12,0.14285714285714285,0.0
2022-06-14 12:41:00+00:00,train-ticket/ts-auth-service,semantic_cluster_5,31,29,0,2,5,11,0.06451612903225806,0.0
2022-06-14 12:41:00+00:00,train-ticket/ts-auth-service,semantic_cluster_6,8,8,0,0,6,6,0.0,0.0
2022-06-14 12:41:00+00:00,train-ticket/ts-auth-service,semantic_cluster_9,9,7,0,2,7,3,0.2222222222222222,0.0
2022-06-14 12:41:30+00:00,train-ticket/ts-auth-service,semantic_cluster_0,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:41:30+00:00,train-ticket/ts-auth-service,semantic_cluster_11,1,1,0,0,1,1,0.0,0.0
2022-06-14 12:41:30+00:00,train-ticket/ts-auth-service,semantic_cluster_25,16,8,0,8,4,16,0.5,0.0
2022-06-14 12:41:30+00:00,train-ticket/ts-auth-service,semantic_cluster_28,2,2,0,0,2,1,0.0,0.0
2022-06-14 12:41:30+00:00,train-ticket/ts-auth-service,semantic_cluster_36,3,3,0,0,1,1,0.0,0.0
2022-06-14 12:41:30+00:00,train-ticket/ts-auth-service,semantic_cluster_37,14,12,0,2,2,11,0.14285714285714285,0.0
2022-06-14 12:41:30+00:00,train-ticket/ts-auth-service,semantic_cluster_5,31,29,0,2,5,11,0.06451612903225806,0.0
2022-06-14 12:41:30+00:00,train-ticket/ts-auth-service,semantic_cluster_6,12,12,0,0,5,8,0.0,0.0
2022-06-14 12:41:30+00:00,train-ticket/ts-auth-service,semantic_cluster_9,9,7,0,2,7,3,0.2222222222222222,0.0
2022-06-14 12:42:00+00:00,train-ticket/ts-auth-service,semantic_cluster_33,1,0,0,1,1,1,1.0,0.0
