time_window,analysis_group,service_key,log_count,info_count,warn_count,error_count,unique_template_count,unique_reporter_count,error_ratio,warn_ratio,active_period_id,log_count_history,log_count_median,log_count_mad,log_count_robust_z,log_count_zero_baseline_spike,error_count_history,error_count_median,error_count_mad,error_count_robust_z,error_count_zero_baseline_spike,warn_count_history,warn_count_median,warn_count_mad,warn_count_robust_z,warn_count_zero_baseline_spike,prior_error_count,prior_warn_count,has_enough_history,is_volume_spike,is_error_novelty,is_warn_novelty,is_error_burst,is_warn_burst,is_anomaly
2022-07-08 07:56:00+00:00,semantic_cluster_33,train-ticket/ts-auth-service,2,0,0,2,2,2,1.0,0.0,88,0.0,0.0,,,False,0.0,0.0,,,False,0.0,0.0,,,False,0,0,True,False,True,False,False,False,True
2022-07-08 07:58:00+00:00,semantic_cluster_0,train-ticket/ts-auth-service,15,14,0,1,3,10,0.06666666666666667,0.0,88,0.0,1.0,,,False,0.0,0.0,,,False,0.0,0.0,,,False,0,0,True,False,True,False,False,False,True
2022-07-11 11:12:30+00:00,semantic_cluster_3,train-ticket/ts-auth-service,6,4,0,2,2,6,0.3333333333333333,0.0,90,0.0,0.0,,,False,0.0,0.0,,,False,0.0,0.0,,,False,0,0,True,False,True,False,False,False,True
2022-07-11 12:17:30+00:00,semantic_cluster_24,train-ticket/ts-auth-service,2,0,2,0,1,2,0.0,1.0,93,0.0,0.0,,,False,0.0,0.0,,,False,0.0,0.0,,,False,0,0,True,False,False,True,False,False,True
2022-07-11 12:54:30+00:00,semantic_cluster_12,train-ticket/ts-auth-service,1,0,0,1,1,1,1.0,0.0,94,0.0,0.0,,,False,0.0,0.0,,,False,0.0,0.0,,,False,0,0,True,False,True,False,False,False,True
2022-07-11 12:54:30+00:00,semantic_cluster_34,train-ticket/ts-auth-service,6,5,1,0,6,4,0.0,0.16666666666666666,94,0.0,0.0,,,False,0.0,0.0,,,False,0.0,0.0,,,False,0,0,True,False,False,True,False,False,True
2022-07-11 14:51:00+00:00,semantic_cluster_0,train-ticket/ts-auth-service,8,6,0,2,3,7,0.25,0.0,97,0.0,2.0,,,False,0.0,0.0,,,False,0.0,0.0,,,False,0,0,True,False,True,False,False,False,True
2022-07-11 14:51:00+00:00,semantic_cluster_33,train-ticket/ts-auth-service,5,3,0,2,2,5,0.4,0.0,97,0.0,0.0,,,False,0.0,0.0,,,False,0.0,0.0,,,False,0,0,True,False,True,False,False,False,True
2022-07-11 14:52:00+00:00,semantic_cluster_34,train-ticket/ts-auth-service,6,5,1,0,6,4,0.0,0.16666666666666666,97,0.0,0.0,,,False,0.0,0.0,,,False,0.0,0.0,,,False,0,0,True,False,False,True,False,False,True
2022-07-11 14:55:00+00:00,semantic_cluster_3,train-ticket/ts-auth-service,3,2,0,1,2,3,0.3333333333333333,0.0,97,0.0,0.0,,,False,0.0,0.0,,,False,0.0,0.0,,,False,0,0,True,False,True,False,False,False,True
2022-07-11 14:59:00+00:00,semantic_cluster_0,train-ticket/ts-auth-service,98,98,0,0,4,48,0.0,0.0,97,0.0,2.0,2.0,32.376,False,0.0,0.0,0.0,,False,0.0,0.0,0.0,,False,2,0,True,True,False,False,False,False,True
2022-07-11 14:59:00+00:00,semantic_cluster_10,train-ticket/ts-auth-service,6,6,0,0,4,3,0.0,0.0,97,0.0,0.0,0.0,,True,0.0,0.0,0.0,,False,0.0,0.0,0.0,,False,0,0,True,True,False,False,False,False,True
2022-07-11 14:59:00+00:00,semantic_cluster_15,train-ticket/ts-auth-service,4,4,0,0,3,3,0.0,0.0,97,0.0,0.0,0.0,,True,0.0,0.0,0.0,,False,0.0,0.0,0.0,,False,0,0,True,True,False,False,False,False,True
2022-07-11 14:59:00+00:00,semantic_cluster_17,train-ticket/ts-auth-service,16,16,0,0,3,8,0.0,0.0,97,0.0,0.0,0.0,,True,0.0,0.0,0.0,,False,0.0,0.0,0.0,,False,0,0,True,True,False,False,False,False,True
2022-07-11 14:59:00+00:00,semantic_cluster_3,train-ticket/ts-auth-service,6,4,0,2,2,5,0.3333333333333333,0.0,97,0.0,0.0,0.0,,True,0.0,0.0,0.0,,True,0.0,0.0,0.0,,False,2,0,True,True,False,False,False,False,True
2022-07-11 14:59:00+00:00,semantic_cluster_34,train-ticket/ts-auth-service,3,3,0,0,2,3,0.0,0.0,97,0.0,0.0,0.0,,True,0.0,0.0,0.0,,False,0.0,0.0,0.0,,False,0,1,True,True,False,False,False,False,True
2022-07-11 14:59:00+00:00,semantic_cluster_36,train-ticket/ts-auth-service,6,6,0,0,2,4,0.0,0.0,97,0.0,0.0,0.0,,True,0.0,0.0,0.0,,False,0.0,0.0,0.0,,False,0,0,True,True,False,False,False,False,True
2022-07-11 14:59:00+00:00,semantic_cluster_37,train-ticket/ts-auth-service,4,4,0,0,4,2,0.0,0.0,97,0.0,0.0,0.0,,True,0.0,0.0,0.0,,False,0.0,0.0,0.0,,False,0,0,True,True,False,False,False,False,True
2022-07-11 14:59:00+00:00,semantic_cluster_5,train-ticket/ts-auth-service,12,12,0,0,5,6,0.0,0.0,97,0.0,0.0,0.0,,True,0.0,0.0,0.0,,False,0.0,0.0,0.0,,False,0,0,True,True,False,False,False,False,True
2022-07-11 14:59:00+00:00,semantic_cluster_9,train-ticket/ts-auth-service,17,17,0,0,7,11,0.0,0.0,97,0.0,0.0,0.0,,True,0.0,0.0,0.0,,False,0.0,0.0,0.0,,False,0,0,True,True,False,False,False,False,True
2022-07-11 17:26:30+00:00,semantic_cluster_34,train-ticket/ts-auth-service,6,5,1,0,6,4,0.0,0.16666666666666666,103,7.0,0.0,,,False,0.0,0.0,,,False,0.0,0.0,,,False,0,0,True,False,False,True,False,False,True
2022-07-11 17:28:30+00:00,semantic_cluster_24,train-ticket/ts-auth-service,1,0,1,0,1,1,0.0,1.0,103,0.0,0.0,,,False,0.0,0.0,,,False,0.0,0.0,,,False,0,0,True,False,False,True,False,False,True
2022-07-11 17:37:30+00:00,semantic_cluster_12,train-ticket/ts-auth-service,1,0,0,1,1,1,1.0,0.0,103,0.0,0.0,,,False,0.0,0.0,,,False,0.0,0.0,,,False,0,0,True,False,True,False,False,False,True
2022-07-13 09:41:30+00:00,semantic_cluster_3,train-ticket/ts-auth-service,20,16,0,4,2,16,0.2,0.0,115,0.0,0.0,,,False,0.0,0.0,,,False,0.0,0.0,,,False,0,0,True,False,True,False,False,False,True
2022-07-13 09:51:00+00:00,semantic_cluster_34,train-ticket/ts-auth-service,6,5,1,0,6,4,0.0,0.16666666666666666,115,0.0,0.0,,,False,0.0,0.0,,,False,0.0,0.0,,,False,0,0,True,False,False,True,False,False,True
2022-07-13 11:36:00+00:00,semantic_cluster_3,train-ticket/ts-auth-service,3,2,0,1,2,3,0.3333333333333333,0.0,119,0.0,0.0,,,False,0.0,0.0,,,False,0.0,0.0,,,False,0,0,True,False,True,False,False,False,True
2022-07-13 11:50:30+00:00,semantic_cluster_0,train-ticket/ts-auth-service,11,10,0,1,2,6,0.09090909090909091,0.0,119,0.0,6.0,,,False,0.0,0.0,,,False,0.0,0.0,,,False,0,0,True,False,True,False,False,False,True
2022-07-13 11:50:30+00:00,semantic_cluster_33,train-ticket/ts-auth-service,1,0,0,1,1,1,1.0,0.0,119,0.0,0.0,,,False,0.0,0.0,,,False,0.0,0.0,,,False,0,0,True,False,True,False,False,False,True
